id	name	description	categories	primary_category	tier	homepage	homepage_status	repo_url	repo_status	repo_origin	repo_stars	repo_pushed	repo_archived	repo_language	repo_license	tool_type	topics	languages	license	license_source	maturity	cost	registries	citations	citation_note	year	publication	citations_total	citations_papers	publication_title	publication_venue	publication_url	citations_recent	citations_recent_year	pmid	doi	publication_is_preprint	biotools_id	biotools_url	last_update	source	tags	featured
pincage	PINCAGE	Integrates RNA-seq expression and 450K methylation data using probabilistic graphical models to identify perturbed genes in cancer	tfbs-prediction|dna-methylation	tfbs-prediction	core	http://moma.ki.au.dk/prj/pincage/										Command-line tool	Oncology|Transcription factors and regulatory sites|Gene expression|RNA|DNA|Genomics|Sequencing	R|C++						16		2016	pmid:26740525			PINCAGE: probabilistic integration of cancer genomics data for perturbed gene identification and sample classification	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/26740525/	0	2025	26740525	10.1093/bioinformatics/btv758	False	pincage	https://bio.tools/pincage	2024-11-25	bio.tools		
pri-cat	PRI-CAT	Manages and analyzes plant ChIP-seq experiments, focusing on Arabidopsis, with automated analysis, storage, visualization, and Galaxy integration	tfbs-prediction|peak-calling	tfbs-prediction	core	http://www.ab.wur.nl/pricat										Web application	ChIP-seq|Plant biology|Transcription factors and regulatory sites|Immunoprecipitation experiment|Database management							16		2011	pmid:21609962			PRI-CAT: a web-tool for the analysis, storage and visualization of plant ChIP-seq experiments	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/21609962/	0	2025	21609962	10.1093/nar/gkr373	False	pri-cat	https://bio.tools/pri-cat	2018-12-10	bio.tools		
prodonet	ProdoNet	Maps prokaryotic genes to shared operons, co-expressed genes, regulators, and metabolic pathways on KEGG maps	grn-inference	grn-inference	core	http://www.prodonet.tu-bs.de										Web application	Molecular interactions, pathways and networks|Endocrinology and metabolism|Gene expression|Gene regulation|Mapping	PHP|Java						16		2008	pmid:18440972			ProdoNet: identification and visualization of prokaryotic gene regulatory and metabolic networks	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/18440972/	0	2025	18440972	10.1093/nar/gkn217	False	prodonet	https://bio.tools/prodonet	2024-11-25	bio.tools		
QTLpoly	QTLpoly	R package for random-effect multiple quantitative trait loci (QTL) mapping in autopolyploids.	molecular-qtl	molecular-qtl	core	https://github.com/guilherme-pereira/qtlpoly		https://github.com/guilherme-pereira/qtlpoly		recorded	9	2021-10-08	False	R	GPL-3.0	Library	Mapping|Genotype and phenotype|Agricultural science	R	GPL-3.0	declared	Mature	Free of charge		16			doi:10.1101/622951					https://doi.org/10.1101/622951				10.1101/622951	True	QTLpoly	https://bio.tools/QTLpoly	2020-06-16	bio.tools		
similarpeak	similaRpeak	Calculates similarity metrics between ChIP-Seq profiles	tfbs-prediction|peak-calling	tfbs-prediction	core	http://bioconductor.org/packages/release/bioc/html/similaRpeak.html		https://github.com/adeschen/similaRpeak		recorded	7	2022-03-16	False	R		Command-line tool|Library	ChIP-seq|Protein binding sites	R	Artistic-2.0	declared			bioconductor	16		2016	pmid:27538250			metagene Profiles Analyses Reveal Regulatory Element’s Factor-Specific Recruitment Patterns	PLoS Computational Biology	https://pubmed.ncbi.nlm.nih.gov/27538250/	0	2025	27538250	10.1371/journal.pcbi.1004751	False	similarpeak	https://bio.tools/similarpeak	2024-11-25	bio.tools		
spartan_proteomics	SPaRTAN	Integrates single-cell transcriptomic and proteomic data with regulatory genomics to link cell-surface receptors to transcription factors	tfbs-prediction|grn-inference|nucleosome-chromatin|single-cell	tfbs-prediction	core	https://github.com/osmanbeyoglulab/SPaRTAN/		https://github.com/osmanbeyoglulab/SPaRTAN		recorded	2	2024-01-02	False	Jupyter Notebook		Library	Cytometry|Transcription factors and regulatory sites|Transcriptomics|Proteomics|Gene regulation	MATLAB|Python|R|C	Not licensed	declared		Free of charge		16		2021	pmid:34500467			SPaRTAN, a computational framework for linking cell-surface receptors to transcriptional regulators	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/34500467/	1	2025	34500467	10.1093/nar/gkab745	False	spartan_proteomics	https://bio.tools/spartan_proteomics	2022-01-28	bio.tools		
sratailor	SraTailor	Converts SRA ChIP-seq data into BigWig files and visualizes read coverage via a graphical interface	chip-resources	chip-resources	core	http://www.devbio.med.kyushu-u.ac.jp/sra_tailor/										Desktop application	ChIP-seq|Data submission, annotation and curation|Data visualisation				Emerging			16		2014	pmid:25324176			SraTailor: Graphical user interface software for processing and visualizing Ch IP ‐seq data	Genes to Cells	https://pubmed.ncbi.nlm.nih.gov/25324176/	0	2025	25324176	10.1111/gtc.12190	False	sratailor	https://bio.tools/sratailor	2019-02-08	bio.tools		
tadbd	TADBD	Detects topologically associated domain boundaries on Hi-C contact matrices using a Haar-based algorithm with multi-scale aggregation and statistical filtering	tfbs-prediction|chromatin-3d	tfbs-prediction	core	http://github.com/bioinfo-lab/TADBD		https://github.com/bioinfo-lab/TADBD		recorded	1	2020-03-13	False	R			Transcription factors and regulatory sites	R						16		2020	pmid:32252545			TADBD: A Sensitive and Fast Method for Detection of Typologically Associated Domain Boundaries	BioTechniques	https://pubmed.ncbi.nlm.nih.gov/32252545/	2	2025	32252545	10.2144/btn-2019-0165	False	tadbd	https://bio.tools/tadbd	2021-02-25	bio.tools		
TMB	TMB	Provides a library of all-atom molecular dynamics simulations of nucleosomes for comparative analysis of DNA conformation and dynamics	nucleosome-chromatin	nucleosome-chromatin	core	http://dna.engr.latech.edu/~tmbshare/											DNA packaging|Biomaterials|DNA binding sites	C						16		2019	pmid:31490686			TMB Library of Nucleosome Simulations	Journal of Chemical Information and Modeling	https://pubmed.ncbi.nlm.nih.gov/31490686/	3	2025	31490686	10.1021/acs.jcim.9b00252	False	TMB	https://bio.tools/TMB	2020-12-28	bio.tools		
unipath	UniPath	Represents single cells using pathway and gene-set enrichment scores from scRNA-seq and scATAC-seq data for heterogeneity analysis	regulatory-elements|single-cell	regulatory-elements	core	https://reggenlab.github.io/UniPathWeb/		https://github.com/reggenlab/UniPath		recorded	1	2020-11-24	False	R			RNA-Seq|Epigenomics|Transcriptomics|Molecular interactions, pathways and networks|Cell biology	R						16		2021	pmid:33275158			UniPath: a uniform approach for pathway and gene-set based analysis of heterogeneity in single-cell epigenome and transcriptome profiles	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/33275158/	0	2025	33275158	10.1093/nar/gkaa1138	False	unipath	https://bio.tools/unipath	2024-11-24	bio.tools		
YAMDA	YAMDA	Accelerates EM-based motif discovery using deep learning libraries and GPU for thousandfold speedup	motif-discovery	motif-discovery	seed	https://github.com/daquang/YAMDA																		16			doi:10.1093/bioinformatics/bty396					https://doi.org/10.1093/bioinformatics/bty396				10.1093/bioinformatics/bty396	False				curated	literature	
absp	ABSP	Automated R tool to efficiently analyse region-specific CpG methylation from bisulfite sequencing PCR.	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://github.com/ABSP-methylation-tool/ABSP		https://github.com/ABSP-methylation-tool/ABSP		recorded	5	2025-07-12	False	R	GPL-3.0	Desktop application	Methylated DNA immunoprecipitation|Epigenetics|DNA|PCR experiment|Sequencing	R	GPL-3.0	declared		Free of charge		15		2023	pmid:36629453					https://pubmed.ncbi.nlm.nih.gov/36629453/			36629453		False	absp	https://bio.tools/absp	2024-11-24	bio.tools		
alggen	ALGGEN	Provides tools for multiple sequence alignment, EST assembly, and detection of transcription factor binding sites, repeats, and transposons	tfbs-prediction|regulatory-elements	tfbs-prediction	core	http://alggen.lsi.upc.es/										Web application	Transcription factors and regulatory sites|Gene transcripts|Mobile genetic elements|Gene expression|Sequence assembly							15		2003	pmid:14668235			MREPATT: detection and analysis of exact consecutive repeats in genomic sequences	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/14668235/	0	2025	14668235	10.1093/bioinformatics/btg326	False	alggen	https://bio.tools/alggen	2024-11-25	bio.tools		
BioSwitch	BioSwitch	Detects bistability and multi-steady state behaviour in signalling and gene regulatory networks using chemical reaction network theory and global optimization	grn-inference	grn-inference	core	https://sites.google.com/view/bioswitch											Molecular interactions, pathways and networks|Biology	MATLAB						15		2020	pmid:31609384			BioSwitch: a tool for the detection of bistability and multi-steady state behaviour in signalling and gene regulatory networks	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/31609384/	1	2025	31609384	10.1093/bioinformatics/btz746	False	BioSwitch	https://bio.tools/BioSwitch	2020-12-09	bio.tools		
C3D	C3D	Predicts 3D genomic interactions between cis-regulatory elements using correlations in chromatin accessibility measurements	tfbs-prediction|regulatory-elements|nucleosome-chromatin	tfbs-prediction	core	https://github.com/LupienLab/C3D		https://github.com/LupienLab/C3D		recorded	0	2018-08-27	False	Shell	GPL-3.0	Command-line tool	Transcription factors and regulatory sites|Sequencing|Epigenomics	R|Bash	GPL-3.0	declared	Mature	Free of charge		15		2019	pmid:30816925			C3D: a tool to predict 3D genomic interactions between cis-regulatory elements	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/30816925/	2	2025	30816925	10.1093/bioinformatics/bty717	False	C3D	https://bio.tools/C3D	2024-11-24	bio.tools		
camelia	CaMelia	CaMelia (CAtboost-based method for predicting MEthyLatIon stAtes) is a computational imputation method based on the CatBoost gradient boosting model for predicting single-cell methylation states to address the sparsity of the data	nucleosome-chromatin|dna-methylation|single-cell	nucleosome-chromatin	extended	https://github.com/JxTang-bioinformatics/CaMelia		https://github.com/JxTang-bioinformatics/CaMelia		recorded	7	2020-12-16	False	Python	MIT	Script	Epigenetics|DNA	Python	MIT	declared				15			pmid:33459762					https://pubmed.ncbi.nlm.nih.gov/33459762/			33459762		False	camelia	https://bio.tools/camelia	2021-04-22	bio.tools		
cshmm-tf	CSHMM-TF	Integrates probabilistic modeling of single-cell RNA-seq data to assign transcription factors to specific activation points and infer their order of activation	grn-inference|single-cell	grn-inference	core	https://github.com/jessica1338/CSHMM-TF-for-time-series-scRNA-Seq.git		https://github.com/jessica1338/CSHMM-TF-for-time-series-scRNA-Seq		recorded	7	2020-02-28	False	Jupyter Notebook		Command-line tool	Transcription factors and regulatory sites|Gene regulation|RNA-Seq|Statistics and probability|Zoology	Python						15		2020	pmid:32069291			Inferring TF activation order in time series scRNA-Seq studies	PLoS Computational Biology	https://pubmed.ncbi.nlm.nih.gov/32069291/	1	2025	32069291	10.1371/journal.pcbi.1007644	False	cshmm-tf	https://bio.tools/cshmm-tf	2021-02-18	bio.tools		
cwas-plus	CWAS-Plus	Estimates category-wide association of rare noncoding variation from whole-genome sequencing data by integrating user-provided functional data	regulatory-variants	regulatory-variants	core	https://cwas-plus.readthedocs.io/en/latest/											Whole genome sequencing|Transcription factors and regulatory sites|Pathology|GWAS study|Neurobiology	Python						15		2024	doi:10.1093/bib/bbae323			CWAS-Plus: estimating category-wide association of rare noncoding variation from whole-genome sequencing data with cell-type-specific functional data	Briefings in Bioinformatics	https://doi.org/10.1093/bib/bbae323	9	2025	38966948	10.1093/bib/bbae323	False	cwas-plus	https://bio.tools/cwas-plus	2026-01-14	bio.tools		
dxm	DXM	Determining subpopulation methylation profiles from bisulfite sequencing data of heterogeneous samples using DXM	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://github.com/edwardslab-wustl/dxm		https://github.com/edwardslab-wustl/dxm		recorded	2	2021-09-09	False	Python	GPL-3.0	Script	Methylated DNA immunoprecipitation|Epigenetics|DNA|Sequence sites, features and motifs|Exome sequencing	Python	GPL-3.0	declared			docker	15		2021	pmid:34157105					https://pubmed.ncbi.nlm.nih.gov/34157105/			34157105		False	dxm	https://bio.tools/dxm	2021-11-05	bio.tools		
grenadine	GReNaDIne	Infers gene regulatory networks from gene expression data using 18 machine learning methods and preprocessing techniques	grn-inference	grn-inference	core	https://gitlab.com/bf2i/grenadine		https://gitlab.com/bf2i/grenadine		recorded						Library	Molecular interactions, pathways and networks|Gene expression|Machine learning|RNA-Seq|Microarray experiment	Python	GPL-3.0	declared		Free of charge	pypi	15		2023	pmid:36833196			GReNaDIne: A Data-Driven Python Library to Infer Gene Regulatory Networks from Gene Expression Data	Genes	https://pubmed.ncbi.nlm.nih.gov/36833196/	8	2025	36833196	10.3390/genes14020269	False	grenadine	https://bio.tools/grenadine	2024-11-24	bio.tools		
hi-c_aggregate	Hi-C Aggregate	A global high-density chromatin interaction network reveals functional long-range and trans-chromosomal relationships.	peak-calling|molecular-qtl|chromatin-3d	peak-calling	core	https://gillisweb.cshl.edu/HiC/										Web application	Chromosome conformation capture|ChIP-seq|Mapping|DNA|RNA-Seq	R				Free of charge		15		2022	pmid:36352464					https://pubmed.ncbi.nlm.nih.gov/36352464/			36352464		False	hi-c_aggregate	https://bio.tools/hi-c_aggregate	2024-11-24	bio.tools		
hmst-seq-analyzer	HMST-Seq-Analyzer	A new python tool for differential methylation and hydroxymethylation analysis in various DNA methylation sequencing data	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://hmst-seq.github.io/hmst/										Library	Methylated DNA immunoprecipitation|Epigenetics|DNA|Workflows|Gene expression	Python						15		2020	pmid:33163148					https://pubmed.ncbi.nlm.nih.gov/33163148/			33163148		False	hmst-seq-analyzer	https://bio.tools/hmst-seq-analyzer	2021-01-30	bio.tools		
maresnet	MAResNet	Predicts transcription factor binding sites from DNA sequences using multi-scale attention and residual networks	tfbs-prediction|peak-calling	tfbs-prediction	core	http://csbio.njust.edu.cn/bioinf/maresnet/		https://github.com/csbio-njust-edu/maresnet		recorded	2	2021-08-12	False	Python	MIT	Web application	Transcription factors and regulatory sites|ChIP-seq|Gene transcripts|Machine learning	Python	MIT	declared		Free of charge		15		2022	pmid:34664074			MAResNet: predicting transcription factor binding sites by combining multi-scale bottom-up and top-down attention and residual network	Briefings in Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/34664074/	1	2025	34664074	10.1093/bib/bbab445	False	maresnet	https://bio.tools/maresnet	2022-04-24	bio.tools		
medusa_motif	MEDUSA	Learns regulatory programs that predict differential expression from promoter sequence, mRNA expression, and transcription factor occupancy data using boosting	tfbs-prediction	tfbs-prediction	core	http://cbio.mskcc.org/leslielab/software/medusa	dead									Command-line tool	Gene expression|Transcription factors and regulatory sites|Genetics|DNA binding sites	MATLAB						15		2007	pmid:17934055			Learning Regulatory Programs That Accurately Predict Differential Expression with MEDUSA	Annals of the New York Academy of Sciences	https://pubmed.ncbi.nlm.nih.gov/17934055/	0	2025	17934055	10.1196/annals.1407.020	False	medusa_motif	https://bio.tools/medusa_motif	2024-11-25	bio.tools		
miRNAmotif	miRNAmotif	Searches for pre-miRNA precursors that can be recognized by RNA-binding proteins based on known sequence motifs	motif-scanning	motif-scanning	extended	http://mirnamotif.ibch.poznan.pl		https://github.com/martynaut/mirnamotif		recorded	2	2019-04-10	False	Python	MIT	Web application	Functional, regulatory and non-coding RNA|Microarray experiment|RNA-seq	Python	MIT	declared	Mature	Free of charge		15		2018	pmid:30562930			miRNAmotif—A Tool for the Prediction of Pre-miRNA–Protein Interactions	International Journal of Molecular Sciences	https://pubmed.ncbi.nlm.nih.gov/30562930/	0	2025	30562930	10.3390/ijms19124075	False	miRNAmotif	https://bio.tools/miRNAmotif	2020-06-16	bio.tools		
modulemaster	ModuleMaster	Finds cis-regulatory modules in co-expressed genes using transcription factor binding and multivariate functional relationships	regulatory-elements	regulatory-elements	core	http://www.ra.cs.uni-tuebingen.de/software/ModuleMaster/welcome_e.html										Desktop application	Microarray experiment|Gene expression|Transcription factors and regulatory sites	Java						15		2009	pmid:19819296			ModuleMaster: A new tool to decipher transcriptional regulatory networks	Biosystems	https://pubmed.ncbi.nlm.nih.gov/19819296/	0	2025	19819296	10.1016/j.biosystems.2009.09.005	False	modulemaster	https://bio.tools/modulemaster	2024-11-25	bio.tools		
clipseq	nf-core clipseq	Performs quality control, pre-mapping, genome mapping, UMI deduplication, and peak calling from CLIP sequencing data	tfbs-prediction|peak-calling	tfbs-prediction	core	https://nf-co.re/clipseq		https://github.com/nf-core/clipseq		recorded	24	2026-01-15	False	Nextflow	MIT	Workflow	RNA immunoprecipitation|Workflows|Transcription factors and regulatory sites|Protein interactions|ChIP-seq	Groovy|Python	MIT	declared		Free of charge	docker	15		2023	pmid:37829674			nf-core/clipseq - a robust Nextflow pipeline for comprehensive CLIP data analysis	Wellcome Open Research	https://pubmed.ncbi.nlm.nih.gov/37829674/	5	2025	37829674	10.12688/wellcomeopenres.19453.1	False	clipseq	https://bio.tools/clipseq	2024-11-24	bio.tools		
normr	normr	Normalizes ChIP-seq read counts and calls enriched or depleted regions using a binomial mixture model with a robust background estimate	peak-calling	peak-calling	core	http://bioconductor.org/packages/release/bioc/html/normr.html		https://github.com/your-highness/normR		recorded	11	2026-05-21	False	R		Command-line tool|Library	ChIP-seq|Sequencing|DNA binding sites	R	GPL-2.0	declared			bioconductor	15		2016	doi:10.1101/082263			normR: Regime enrichment calling for ChIP-seq data	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.1101/082263	3	2025		10.1101/082263	True	normr	https://bio.tools/normr	2018-12-10	bio.tools		
nt-seq	NT-seq	Maps all three types of DNA methylation (6mA, 4mC, 5mC) simultaneously from bacterial genomes using a chemical-based sequencing method	motif-discovery|motif-scanning|nucleosome-chromatin|dna-methylation	motif-discovery	core	https://github.com/TaoLabBCM/NT-seq		https://github.com/TaoLabBCM/NT-seq		recorded	0	2022-06-16	False	Python	MIT	Command-line tool	Epigenetics|DNA|Methylated DNA immunoprecipitation|Whole genome sequencing|Sequence sites, features and motifs	Python	MIT	declared		Free of charge		15		2022	pmid:35637459			NT-seq: a chemical-based sequencing method for genomic methylome profiling	Genome biology	https://pubmed.ncbi.nlm.nih.gov/35637459/	7	2025	35637459	10.1186/s13059-022-02689-9	False	nt-seq	https://bio.tools/nt-seq	2024-11-24	bio.tools		
oaob	OAOB	Multi-omics molecular biomarkers and database of osteoarthritis.	chip-resources|nucleosome-chromatin|dna-methylation	chip-resources	core	http://ibi.zju.edu.cn/oaobdb/										Database portal	Biomarkers|RNA-Seq|Epigenetics|Gene expression|GWAS study					Free of charge		15		2022	pmid:35788653					https://pubmed.ncbi.nlm.nih.gov/35788653/			35788653		False	oaob	https://bio.tools/oaob	2024-11-24	bio.tools		
P3BSseq	P3BSseq	Parallel processing pipeline software for automatic analysis of bisulfite sequencing data.	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://sourceforge.net/p/p3bsseq/wiki/Home/		https://sourceforge.net/p/p3bsseq/wiki/Home/		recorded						Command-line tool	Methylated DNA immunoprecipitation|Sequencing|Epigenetics	Java	Unlicense	declared	Mature	Free of charge		15		2017	pmid:28172520					https://pubmed.ncbi.nlm.nih.gov/28172520/			28172520		False	P3BSseq	https://bio.tools/P3BSseq	2024-11-24	bio.tools		
ppgr	PPGR	Integrates genomic, gene regulation and functional data from 60 perennial plant species with multi-omics search and analysis tools	regulatory-elements|chip-resources|grn-inference	regulatory-elements	core	https://ngdc.cncb.ac.cn/ppgr/										Database portal	Plant biology|Gene regulation|Molecular interactions, pathways and networks|Transcription factors and regulatory sites|Transcriptomics					Free of charge		15		2024	pmid:37933857			PPGR: a comprehensive perennial plant genomes and regulation database	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/37933857/	5	2025	37933857	10.1093/nar/gkad963	False	ppgr	https://bio.tools/ppgr	2024-11-24	bio.tools		
qpgraph	qpgraph	Estimate gene and eQTL networks from high-throughput expression and genotyping assays.	molecular-qtl	molecular-qtl	core	http://bioconductor.org/packages/release/bioc/html/qpgraph.html		https://github.com/rcastelo/qpgraph		recorded	3	2026-06-10	False	R		Command-line tool|Library	Gene expression|Genetics|DNA polymorphism|Transcriptomics|Genomics|Microarray experiment	R	GPL-2.0	declared			bioconductor	15		2014	pmid:25271303					https://pubmed.ncbi.nlm.nih.gov/25271303/			25271303		False	qpgraph	https://bio.tools/qpgraph	2019-01-10	bio.tools		
sevenc	sevenC	Predicts chromatin looping events from ChIP-seq signals and sequence motifs around CTCF binding sites	tfbs-prediction|peak-calling|nucleosome-chromatin|chromatin-3d	tfbs-prediction	core	http://bioconductor.org/packages/release/bioc/html/sevenC.html		https://github.com/ibn-salem/sevenC		recorded	13	2025-10-15	False	R		Library	ChIP-seq|ChIP-on-chip|Epigenetics|Functional genomics	R	GPL-3.0	declared		Free of charge	bioconductor	15		2019	doi:10.1186/s12864-019-6088-0			7C: Computational Chromosome Conformation Capture by Correlation of ChIP-seq at CTCF motifs	BMC Genomics	https://doi.org/10.1186/s12864-019-6088-0	1	2025	31653198	10.1186/s12864-019-6088-0	False	sevenc	https://bio.tools/sevenc	2018-12-10	bio.tools		
snapshot	Snapshot	Clusters and visualizes candidate cis-regulatory elements based on epigenetic signals during cell differentiation	nucleosome-chromatin|single-cell	nucleosome-chromatin	core	https://github.com/guanjue/Snapshot		https://github.com/guanjue/Snapshot		recorded	5	2023-04-12	False	Python	MIT	Library	Epigenomics|Epistasis|Cell biology|Sequencing|Transcriptomics	Python|R	MIT	declared		Free of charge		15		2023	pmid:36941541			Snapshot: a package for clustering and visualizing epigenetic history during cell differentiation	BMC Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/36941541/	1	2025	36941541	10.1186/s12859-023-05223-1	False	snapshot	https://bio.tools/snapshot	2023-08-31	bio.tools		
tadeus2	TADeus2	Assesses pathogenicity of structural variants disrupting 3D chromatin structure using Hi-C data and visualisation	regulatory-variants|nucleosome-chromatin	regulatory-variants	core	https://tadeus2.mimuw.edu.pl		https://github.com/bposzewiecka/tadeus2		recorded	2	2022-04-11	False	Python	GPL-3.0	Web application	Structural variation|Genotype and phenotype|Genomics|ChIP-seq|Exome sequencing	Python	GPL-3.0	declared		Free of charge		15		2022	pmid:35524567			TADeus2: a web server facilitating the clinical diagnosis by pathogenicity assessment of structural variations disarranging 3D chromatin structure	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/35524567/	3	2025	35524567	10.1093/nar/gkac318	False	tadeus2	https://bio.tools/tadeus2	2024-11-24	bio.tools		
trawlerweb	TrawlerWeb	Discovers enriched motifs in DNA sequences from NGS experiments to predict transcription factor binding site composition	motif-discovery	motif-discovery	core	https://trawler.erc.monash.edu.au/		https://github.com/Ramialison-Lab-ARMI/Trawler-2.0		recorded	1	2017-12-06	False	Perl	GPL-2.0	Command-line tool|Web application	NGS|Nucleic acid sites, features and motifs|Sequence analysis	Java|Perl	GPL-3.0	declared				15		2018	pmid:29621972			TrawlerWeb: an online de novo motif discovery tool for next-generation sequencing datasets	BMC Genomics	https://pubmed.ncbi.nlm.nih.gov/29621972/	1	2025	29621972	10.1186/s12864-018-4630-0	False	trawlerweb	https://bio.tools/trawlerweb	2018-12-10	bio.tools		
umap-dbp	UMAP-DBP	Predicts DNA-binding proteins using uniform manifold approximation and projection	tfbs-prediction	tfbs-prediction	core	https://github.com/Wang-Jinyue/UMAP-DBP		https://github.com/Wang-Jinyue/UMAP-DBP		recorded	0	2020-09-25	False	Python		Command-line tool	Cell biology|Proteins|Small molecules|Machine learning	Python|MATLAB|R	Not licensed	declared		Free of charge		15		2021	pmid:34176069			UMAP-DBP: An Improved DNA-Binding Proteins Prediction Method Based on Uniform Manifold Approximation and Projection	The Protein Journal	https://pubmed.ncbi.nlm.nih.gov/34176069/	2	2025	34176069	10.1007/s10930-021-10011-y	False	umap-dbp	https://bio.tools/umap-dbp	2021-10-08	bio.tools		
umi4cats	UMI4Cats	UMI4Cats is an R package to analyze processing, analysis and visualization of UMI-4C chromatin contact data	chromatin-3d	chromatin-3d	core	https://www.bioconductor.org/packages/release/bioc/html/UMI4Cats.html		https://github.com/Pasquali-lab/UMI4Cats		recorded	6	2025-10-21	False	R		Library	Chromosome conformation capture|Proteomics experiment|DNA|Sequencing	R	Artistic-2.0	declared			bioconductor	15		2021	pmid:34009302					https://pubmed.ncbi.nlm.nih.gov/34009302/			34009302		False	umi4cats	https://bio.tools/umi4cats	2024-11-24	bio.tools		
bscm2tdb	BSCM2TDb	Integrates genome-wide DNA methylation and gene expression data from water buffalo with subclinical mastitis	peak-calling|chip-resources|nucleosome-chromatin|dna-methylation	peak-calling	core	http://webtom.cabgrid.res.in/BSCM2TDb										Database portal	Methylated DNA immunoprecipitation|Epigenetics|Functional, regulatory and non-coding RNA|Gene transcripts|Gene expression		Apache-2.0	declared		Free of charge		14		2022	pmid:35368672			Genome-Wide DNA Methylation and Its Effect on Gene Expression During Subclinical Mastitis in Water Buffalo	Frontiers in Genetics	https://pubmed.ncbi.nlm.nih.gov/35368672/	4	2025	35368672	10.3389/fgene.2022.828292	False	bscm2tdb	https://bio.tools/bscm2tdb	2024-11-24	bio.tools		
coreatac	CoRE-ATAC	Classifies cis-regulatory elements as promoters, enhancers, or insulators from single cell and bulk ATAC-seq data using a deep learning model with DNA sequence and cut site encoders	tfbs-prediction|regulatory-elements|peak-calling|nucleosome-chromatin|single-cell	tfbs-prediction	core	https://github.com/UcarLab/CoRE-ATAC		https://github.com/UcarLab/CoRE-ATAC		recorded	9	2022-03-15	False	Java	MIT	Workbench	Transcription factors and regulatory sites|Gene regulation|Genotype and phenotype|ChIP-seq|Epigenomics	Java|Python	MIT	declared		Free of charge		14		2021	pmid:34898596			CoRE-ATAC: A deep learning model for the functional classification of regulatory elements from single cell and bulk ATAC-seq data	PLoS Computational Biology	https://pubmed.ncbi.nlm.nih.gov/34898596/	4	2025	34898596	10.1371/journal.pcbi.1009670	False	coreatac	https://bio.tools/coreatac	2022-06-07	bio.tools		
deepark	DeepArk	Predicts regulatory activities and variant effects from genomic sequences for worm, fish, fly, and mouse using deep convolutional neural networks	tfbs-prediction|regulatory-elements|regulatory-variants	tfbs-prediction	core	https://DeepArk.princeton.edu		https://github.com/FunctionLab/DeepArk		recorded	17	2021-04-06	False	Python	BSD-3-Clause-Clear	Web application	Transcription factors and regulatory sites|Gene regulation|Model organisms|Machine learning|Sequencing	Python	BSD-3-Clause-Clear	declared				14		2021	pmid:33888512			Modeling transcriptional regulation of model species with deep learning	Genome Research	https://pubmed.ncbi.nlm.nih.gov/33888512/	3	2025	33888512	10.1101/gr.266171.120	False	deepark	https://bio.tools/deepark	2024-11-24	bio.tools		
deeplucia	DeepLUCIA	Predicts tissue-specific chromatin loops from genomic and epigenomic profiles without CTCF signal using deep learning	grn-inference	grn-inference	core	https://github.com/bcbl-kaist/DeepLUCIA		https://github.com/bcbl-kaist/DeepLUCIA		recorded	3	2021-07-05	False	Python	MIT	Command-line tool	Epigenomics|ChIP-seq|Transcription factors and regulatory sites|Gene regulation|DNA polymorphism	Python|Shell	MIT	declared		Free of charge		14		2022	pmid:35640981			DeepLUCIA: predicting tissue-specific chromatin loops using Deep Learning-based Universal Chromatin Interaction Annotator	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/35640981/	3	2025	35640981	10.1093/bioinformatics/btac373	False	deeplucia	https://bio.tools/deeplucia	2024-11-24	bio.tools		
deepmr	DeepMR	Estimates causal relationships between genomic marks learned by deep learning models using Mendelian randomization and in silico mutagenesis	motif-discovery|tfbs-prediction|regulatory-variants	motif-discovery	extended	https://github.com/an1lam/deepmr		https://github.com/an1lam/deepmr		recorded	6	2022-08-06	False	HTML		Command-line tool	Machine learning|Sequencing|Genomics|Genetic variation|Sequence sites, features and motifs	Python	Not licensed	declared		Free of charge		14		2022	pmid:36265006			Deep mendelian randomization: Investigating the causal knowledge of genomic deep learning models	PLoS Computational Biology	https://pubmed.ncbi.nlm.nih.gov/36265006/	6	2025	36265006	10.1371/journal.pcbi.1009880	False	deepmr	https://bio.tools/deepmr	2024-11-24	bio.tools		
